圣么么,2013-04-07,2013-05-07,选词王,http://shopsearch.taobao.com/search?q=圣么么,续订,199,订购使用中,初始化,圣么么_选词王_2013-05-07
信仙茶叶旗舰店,2013-04-05,2013-07-05,选词王,http://shopsearch.taobao.com/search?q=信仙茶叶旗舰店,新订,299,订购使用中,初始化,信仙茶叶旗舰店_选词王_2013-07-05
郑家量贩店,2013-04-05,2013-05-05,选词王,http://shopsearch.taobao.com/search?q=郑家量贩店,新订,199,订购使用中,初始化,郑家量贩店_选词王_2013-05-05
aim654000,2013-04-05,2013-07-05,选词王,http://shopsearch.taobao.com/search?q=aim654000,新订,299,订购使用中,初始化,aim654000_选词王_2013-07-05
ahiba_z,2013-04-05,2013-07-05,选词王,http://shopsearch.taobao.com/search?q=ahiba_z,新订,599,订购使用中,初始化,ahiba_z_选词王_2013-07-05
广印通旗舰店,2013-04-05,2013-07-05,选词王,http://shopsearch.taobao.com/search?q=广印通旗舰店,新订,299,订购使用中,初始化,广印通旗舰店_选词王_2013-07-05
热印通旗舰店,2013-04-05,2013-07-05,选词王,http://shopsearch.taobao.com/search?q=热印通旗舰店,新订,299,订购使用中,初始化,热印通旗舰店_选词王_2013-07-05
吴春武,2013-04-05,2013-05-05,选词王,http://shopsearch.taobao.com/search?q=吴春武,新订,199,订购使用中,初始化,吴春武_选词王_2013-05-05
